title,authors,groups,keywords,topics,abstract
Potential-Aware Imperfect-Recall Abstraction with Earth Mover's Distance in Imperfect-Information Games,Sam Ganzfried and Tuomas Sandholm,Game Theory and Economic Paradigms (GTEP),"Game Theory
Multiagent Systems
Game Solving
Game Abstraction
Imperfect Information
Poker","GTEP: Game Theory
GTEP: Imperfect Information","There is often a large disparity between the size of a game we wish to solve and the size of the largest instances solvable by the best algorithms; for example, a popular variant of poker has about $10^{165}$ nodes in its game tree, while the currently best approximate equilibrium-finding algorithms scale to games with around $10^{12}$ nodes. In order to approximate equilibrium strategies in these games, the leading approach is to create a sufficiently small strategic approximation of the full game, called an abstraction, and to solve that smaller game instead. The leading abstraction algorithm for imperfect-information games generates abstractions that have imperfect recall and are distribution aware, using $k$-means with the earth mover's distance metric to cluster similar states together. A distribution-aware abstraction groups states together at a given round if their full distributions over future strength are similar (as opposed to, for example, just the expectation of their strength). The leading algorithm considers distributions over future strength at the final round of the game.  However, one might benefit by considering the distribution over strength in all future rounds, not just the final round. An abstraction algorithm that takes all future rounds into account is called potential aware. We present the first algorithm for computing potential-aware imperfect-recall abstractions using earth mover's distance. Experiments on no-limit Texas Hold'em show that our algorithm improves performance over the previously best approach."
Partial Multi-View Clustering,"Shao-Yuan Li, Yuan Jiang and Zhi-Hua Zhou","Machine Learning Applications (MLA)
Novel Machine Learning Algorithms (NMLA)","machine learning
unsupervised learning
multi-view clustering
partial view","MLA: Applications of Unsupervised Learning
MLA: Machine Learning Applications (General/other)
NMLA: Clustering
NMLA: Unsupervised Learning (Other)
NMLA: Machine Learning (General/other)","Real data are often with multiple modalities or coming from multiple channels, while multi-view clustering provides a natural formulation for generating clusters from such data. Previous studies assumed that each example appears in all views, or at least there is one view containing all examples. In real tasks, however, it is often the case that every view suffers from the missing of some data and therefore results in many partial examples, i.e., examples with some views missing. In this paper, we present possibly the first study on partial multi-view clustering. Our proposed approach, PVC, works by establishing a latent subspace where the instances corresponding to the same example in different views are close to each other, and the instances (belonging to different examples) in the same view are gathering smoothly. Experiments demonstrate the advantages of our proposed approach."
User Intent Identification from Online Discussions using a Joint Aspect-Action Topic Model,Ghasem Heyrani Nobari and Chua Tat Seng,"AI and the Web (AIW)
NLP and Machine Learning (NLPML)
NLP and Text Mining (NLPTM)
Novel Machine Learning Algorithms (NMLA)","Web
Online Discussions
Joint Modeling
Topic Modeling
Information Extraction
AI","AIW: Enhancing web search and information retrieval
AIW: Knowledge acquisition from the web
AIW: Machine learning and the web
NLPTM: Information Extraction
NMLA: Classification
NMLA: Clustering
NMLA: Data Mining and Knowledge Discovery
NMLA: Unsupervised Learning (Other)","Online discussions are growing as a popular, effective and reliable source of information for users because of their liveliness, flexibility and up-to-date information. Online discussions are usually developed and advanced by groups of users with various backgrounds and intents. However because of the diversities in topics and issues discussed by the users, supervised methods are not able to accurately model such dynamic conditions. In this paper, we propose a novel unsupervised generative model to derive aspect-action pairs from online discussions. The proposed method simultaneously captures and models these two features with their relationships that exist in each thread. We assume that each user post is generated by a mixture of aspect and action topics. Therefore, we design a model that captures the latent factors that incorporates the aspect types and intended actions, which describe how users develop a topic in a discussion. In order to demonstrate the effectiveness of our approach, we empirically compare our model against the state of the art methods on large-scale discussion dataset, crawled from apple discussions with over 3.3 million user posts from 340k discussion threads."
Voting with Rank Dependent Scoring Rules,"Judy Goldsmith, Jerome Lang, Nicholas Mattei and Patrice Perny",Game Theory and Economic Paradigms (GTEP),"Computational Social Choice
Voting
Order Weighted Averages
Multi-agent Systems","GTEP: Auctions and Market-Based Systems
GTEP: Social Choice / Voting","Positional scoring rules in voting compute the score of an alternative by summing the
scores for the alternative induced by every vote.  This summation principle ensures that all
votes contribute equally to the score of an alternative.
We relax this assumption and, instead, aggregate scores by taking into account
the rank of a score in the ordered list of scores obtained from the votes.
This defines a new family of voting rules, rank-dependent scoring
rules (RDSRs), based on ordered weighted average (OWA) operators, which include
scoring rules, plurality, k-approval, and Olympic
averages. We study some properties of these rules, and show,
empirically, that certain RDSRs are less manipulable than Borda voting,
across a variety of statistical cultures."
Implementing GOLOG in Answer Set Programming,Malcolm Ryan,"Knowledge Representation and Reasoning (KRR)
Planning and Scheduling (PS)","GOLOG
Answer Set Programming
Planning
Search Control","KRR: Action, Change, and Causality
KRR: Logic Programming
PS: Planning (General/Other)","In this paper we investigate four different approaches to encoding domain-dependent control knowledge for Answer-Set Planning. Starting with a standard implementation of the answer-set planning language B, we add control knowledge expressed in the GOLOG logic programming language.  A naive encoding, following the original definitions of Reiter et al., is shown to scale poorly. We investigate three alternative codings based on the finite-state machine semantics of ConGOLOG. These perform better, although there is no clear winner. We discuss the pros and cons of each approach."
Agent Behavior Prediction and Its Generalization Analysis,"Fei Tian, Haifang Li, Wei Chen, Tao Qin, Enhong Chen and Tie-Yan Liu","Machine Learning Applications (MLA)
Novel Machine Learning Algorithms (NMLA)","generalization analysis
agent behavior model prediction
Markov Chain in Random Environments
empirical risk minimization algorithm","MLA: Environmental
MLA: Humanities
MLA: Applications of Supervised Learning
NMLA: Learning Theory","Machine learning algorithms have been applied to predict agent behaviors in real-world dynamic systems, such as advertiser behaviors in sponsored search and worker behaviors in crowdsourcing, and the prediction models have been used for the optimization of these systems. Note that the behavior data in these systems are generated by \emph{live} agents: once the systems change due to the adoption of the prediction models learnt from the behavior data, agents will observe (directly or indirectly) and respond to these changes by changing their own behaviors accordingly. As a result, the behavior data will evolve and will not be identically and independently distributed, which poses great challenges to the theoretical analysis on the machine learning algorithms for behavior prediction. To tackle this challenge, in this paper, we propose to use \emph{Markov Chain in Random Environments} (MCRE) to describe the behavior data, and perform generalization analysis of the machine learning algorithms on its basis. However, since the one-step transition probability matrix of MCRE depends on both previous states and the random environment, conventional techniques for generalization analysis cannot be directly applied. To address this issue, we propose a novel technique that transforms the original MCRE into a higher-dimensional time-homogeneous Markov chain. The new Markov chain involves more variables but is more regular, and thus easier to deal with. We prove the convergence of the new Markov chain when time approaches infinity. Then we prove a generalization bound for the machine learning algorithms on the behavior data generated by the new Markov chain, which depends on both the Markovian parameters and the covering number of the function class compounded by the loss function for behavior prediction and the behavior prediction model. To the best of our knowledge, this is the first work that performs the generalization analysis on data generated by complex processes in real-world dynamic systems."
Sparse Learning for Stochastic Composite Optimization,"Weizhong Zhang, Lijun Zhang, Yao Hu, Rong Jin, Deng Cai and Xiaofei He",Heuristic Search and Optimization (HSO),"Stochastic Optimization
Online Learning
Composite Gradient Mapping
Stochastic Gradient Descent",HSO: Optimization,"In this paper, we focus on the Sparse Learning for Stochastic Composite Optimization (SCO). Many algorithms have been proposed for SCO, and they have reached the optimal convergence rate $\mathcal{O}(1/T)$ recently. However, the sparsity of the solutions obtained by the existing methods is unsatisfactory due to mainly two reasons: (1) taking the average of the intermediate solutions as the final solution, (2) the reducing of the magnitude of the sparse regularizer in the iterations. In order to improve the sparse pattern of the solutions, we propose a simple but effective stochastic optimization scheme by adding a novel sparse online-to-batch conversion to the traditional algorithms for SCO. Two specific approaches are discussed in this paper to reveal the power of our scheme. The theoretical analysis shows that our scheme can find a solution with better sparse pattern without affecting the current optimal convergence rate. Experiment results on both synthetic and real-world data sets show that our proposed methods have obviously superior sparse recovery ability and have comparable convergence rate as the state-of-the-art algorithms for SCO."
Cross-lingual Knowledge Validation Based Taxonomy Derivation from Heterogeneous Online Wikis,"Zhigang Wang, Juanzi Li, Shuangjie Li, Mingyang Li and Jie Tang","AI and the Web (AIW)
Knowledge Representation and Reasoning (KRR)
NLP and Knowledge Representation (NLPKR)","Taxonomy Derivation
Knowledge Validation
Cross Lingual
Online Wikis","AIW: Knowledge acquisition from the web
AIW: Languages, tools, and methodologies for representing, managing, and visualizing semantic web data
AIW: Ontologies and the web: creation, extraction, evolution, mapping, merging, and alignment; tags and folksonomies
KRR: Knowledge Acquisition
KRR: Ontologies
NLPKR: Ontology Induction","Creating knowledge bases based on the crowd-sourced wikis, like Wikipedia, has attracted significant research interest in the field of intelligent Web. However, the derived taxonomies usually contain many mistakenly imported taxonomic relations due to the difference between the user-generated subsumption relations and the semantic taxonomic relations. Current approaches to solving the problem still suffer the following issues: (i) the heuristic-based methods strongly rely on specific language dependent rules. (ii) the corpus-based methods depend on a large-scale high-quality corpus, which is often unavailable.

In this paper, we formulate the cross-lingual taxonomy derivation problem as the problem of cross-lingual taxonomic relation prediction. We investigate different linguistic heuristics and language independent features, and propose a cross-lingual knowledge validation based dynamic adaptive boosting model to iteratively reinforce the performance of taxonomic relation prediction. The proposed approach successfully overcome the above issues, and experiments show that our approach significantly outperforms the designed state-of-the-art comparison methods."
A Relevance-Based Compilation Method for Conformant Probabilistic Planning,Ran Taig and Ronen I. Brafman,Planning and Scheduling (PS),"Planning under uncertainty.
Conformant probabilistic planning.
Relevance based method.
compilation based approach.","PS: Probabilistic Planning
PS: Planning (General/Other)","Conformant probabilistic planning (CPP) differs from conformant planning (CP) by two key elements: the initial belief state is probabilistic,
and the conformant plan must achieve the goal with probability $\geq\theta$, for some $0<\theta\leq 1$. 
Taig and Brafman observed that one can reduce CPP to CP by finding a set of initial states whose probability $\geq\theta$, for which
a conformant plan exists. Previous solvers based on this idea used the underlying planner to select this set of states and to plan for them simultaneously.
Here, we suggest an alternative approach: Our planner starts with a separate preprocessing relevance analysis phase that determines a promising set of initial states on which to focus, and then calls an off-the-shelf conformant planner to solve the resulting problem. 
This approach has three major advantages. First, we can introduce specific and efficient relevance reasoning techniques for introducing the set of initial states, rather than depend on
the heuristic function used by the planner. Second, we can benefit from various optimizations used by existing conformant planners which are unsound if applied to the original 
CPP. Finally, we have the freedom to select among different existing CP solvers. Consequently, the new planner dominates previous solvers on almost all domains and scales to instances that were not solved before."
Incentivizing High-quality Content from Heterogeneous Users: On the Existence of Nash Equilibrium,"Yingce Xia, Tao Qin and Tie-Yan Liu","Game Theory and Economic Paradigms (GTEP)
Multiagent Systems (MAS)","User generated content
Heterogeneous users
Equilibrium analysis","GTEP: Game Theory
GTEP: Equilibrium
GTEP: Imperfect Information
MAS: Mechanism Design","In this paper, we study the existence of pure Nash equilibrium (PNE) for the mechanisms used in Internet services (e.g., online reviews and question-answer websites) to incentivize users to generate high-quality content. Most existing work assumes that users are homogeneous and have the same ability. However, real-world users are heterogeneous and their abilities can be very different from each other due to their diverse background, culture, and profession. In this work, we consider heterogeneous users with the following framework: (1) the users are heterogeneous and each of them has a private type indicating the best quality of the content she can generate; (2) there is a fixed amount of reward to allocate to the participated users.  Under this framework, we study the existence of pure Nash equilibrium of several mechanisms composed by different allocation rules, action spaces, and information settings. We prove the existence of PNE for some mechanisms and the non-existence of PNE for some mechanisms. We also discuss how to find a PNE for those mechanisms with PNE either through a constructive way or a searching algorithm."
DJAO: A Communication-Constrained DCOP algorithm that combines features of ADOPT and Action-GDL,Yoonheui Kim and Victor Lesser,"Heuristic Search and Optimization (HSO)
Search and Constraint Satisfaction (SCS)","Distributed Problem Solving
DCOP
AND/OR search","HSO: Heuristic Search
HSO: Optimization
HSO: Distributed Search
MAS: Coordination and Collaboration
MAS: Distributed Problem Solving
SCS: Constraint Optimization
SCS: Distributed CSP/Optimization","In this paper we propose a novel DCOP algorithm, called DJAO, that is able to
efficiently find a solution with low communication overhead; this algorithm can be used for optimal and bounded approximate solutions by appropriately setting the error bounds. Our approach builds
 on distributed junction trees used in Action-GDL to represent independence relations
among variables. We construct an AND/OR search space based on these junction trees.
This new type of search space results in higher degrees for each OR node, consequently yielding a more efficient search graph in the distributed settings. DJAO uses a branch-and-bound search algorithm to distributedly find solutions within this search graph. We introduce a heuristics to compute the upper and lower bound estimates that the search starts with, which is integral to our approach for reducing communication overhead. We empirically evaluate our approach in various settings."
Oversubscription Planning: Complexity and Compilability,Meysam Aghighi and Peter Jonsson,Planning and Scheduling (PS),"oversubscription planning
computational complexity
compilability","PS: Deterministic Planning
PS: Planning (General/Other)","Many real-world planning problems are oversubscription problems where all
goals are not simultaneously achievable and the planner needs to find a
feasible subset. We present complexity results for the so-called partial satisfaction
and net benefit problems under various restrictions; this extends previous work
by van den Briel et al. Our results reveal strong connections between these
problems and with classical planning. We also present a method for efficiently
compiling oversubscription problems into the ordinary plan existence problem;
this generalizes previous work by Keyder & Geffner."
Monte Carlo Filtering using Kernel Embedding of Distributions,"Motonobu Kanagawa, Yu Nishiyama, Arthur Gretton and Kenji Fukumizu",Novel Machine Learning Algorithms (NMLA),"kernel method
kernel embedding of distributions
Monte Carlo filtering
state-space model",NMLA: Kernel Methods,"Recent advances of kernel methods have yielded the framework for representing probabilities using a reproducing kernel Hilbert space, called kernel embedding of distributions. In this paper, we propose a Monte Carlo filtering algorithm based on kernel embeddings. The proposed method is applied to state-space models where sampling from the transition model is possible, while the observation model is to be learned from training samples without assuming a parametric model. We derive convergence rates for the sampling method introduced to the kernel embedding approach. Experimental results on synthetic models and a real vision-based robot localization problem confirm the effectiveness of the proposed approach."
New Models for Competitive Contagion,"Moez Draief, Hoda Heidari and Michael Kearns",Game Theory and Economic Paradigms (GTEP),"Competitive Contagion
Networks
Connectivity
Endogenous budgets","GTEP: Game Theory
GTEP: Equilibrium","In this paper, we introduce and examine two new and natural models for competitive contagion in networks, a game-theoretic generalization of the viral marketing problem. In our setting, firms compete to maximize their market share in a network of consumers whose adoption decisions are stochastically determined by the choices of their neighbors. 

Building on the switching-selecting framework introduced by Goyal and Kearns (2012), we first introduce a new model in which the payoff to firms comprises not only the number of vertices who adopt their (competing) technologies, but also the network connectivity among those nodes. For a general class of stochastic dynamics driving the local adoption process, we derive upper bounds for (1) the (pure strategy) Price of Anarchy (PoA), which measures the inefficiency of resource use at equilibrium, and (2) the Budget Multiplier, which captures the extent to which the network amplifies the imbalances in the firms' initial budgets. These bounds depend on the firm budgets and the maximum degree of the network, but no other structural properties. In addition, we give general conditions under which the PoA and the Budget Multiplier can be unbounded.

We also introduce a model in which budgeting decisions are endogenous, rather than externally given as is typical in the viral marketing problem. In this setting, the firms are allowed to choose the number of seeds to initially infect (at a fixed cost per seed), as well as which nodes to select as seeds. In sharp contrast to the results of Goyal and Kearns (2012), we show that for almost any local adoption dynamics, there exists a family of graphs for which the PoA and Budget Multiplier are unbounded."
Hybrid Heterogeneous Transfer Learning through Deep Learning,"Joey Tianyi Zhou, Sinno Jialin Pan, Ivor W. Tsang and Yan Yan",Novel Machine Learning Algorithms (NMLA),"transfer learning
domain adaptation
deep learning","NMLA: Transfer, Adaptation, Multitask Learning","Most previous  heterogeneous transfer learning methods learn a cross-domain feature mapping between heterogeneous feature spaces based on a few cross-domain instance-correspondences, and these corresponding instances are assumed to be representatives in the source and target domains respectively. However, in many real-world scenarios, this assumption may not hold. As a result, the feature mapping may not be constructed precisely or the mapped data from the source (or target) domain may suffer from a data or feature shift issue in the target (or source) domain. In this case, a classifier trained on the labeled transformed-source-domain  data may not be useful for the target domain. In this paper, we present a new transfer learning framework called {\em Hybrid Heterogeneous Transfer Learning} (HHTL), which allows choosing the corresponding instances to be biased in either the source or target domain. Moreover,  we propose a deep learning approach to learn better feature representations of each domain data  to reduce the data shift issue, and a better feature mapping between cross-domain heterogeneous features  for the accurate transfer simultaneously. Extensive experiments on several multilingual sentiment classification tasks verify the effectiveness of our proposed approach compared with the baseline methods."
Decentralized Multi-Agent Reinforcement Learning in Average-Reward Dynamic DCOPs,"Nguyen Duc Thien, William Yeoh, Hoong Chuin Lau, Shlomo Zilberstein and Chongjie Zhang","Multiagent Systems (MAS)
Search and Constraint Satisfaction (SCS)","Distributed Constraint Optimization Problems
DCOPs
Reinforcement Learning","MAS: Coordination and Collaboration
MAS: Distributed Problem Solving
MAS: Multiagent Learning
SCS: Distributed CSP/Optimization","Researchers have introduced the Dynamic Distributed Constraint Optimization Problem (Dynamic DCOP) formulation to model dynamically changing multi-agent coordination problems, where a dynamic DCOP is a sequence of (static canonical) DCOPs, each partially different from the DCOP preceding it. Existing work typically assumes that the problem in each time step is decoupled from the problems in other time steps, which might not hold in some applications. Therefore, in this paper, we make the following contributions: (i) We introduce a new model, called Markovian Dynamic DCOPs (MD-DCOPs), where the DCOP in the next time step is a function of the value assignments in the current time step; (ii) We introduce two distributed reinforcement learning algorithms, the Distributed RVI Q-learning algorithm and the Distributed R-learning algorithm, that balance exploration and exploitation to solve MD-DCOPs in an online manner; and (iii) We empirically evaluate them against an existing multi-arm bandit DCOP algorithm on dynamic DCOPs."
Approximate Equilibrium and Incentivizing Social Coordination,Elliot Anshelevich and Shreyas Sekar,Game Theory and Economic Paradigms (GTEP),"Approximate Nash Equilibrium
Coordination Games
Price of Stability
Price of Anarchy
Network Games","GTEP: Game Theory
GTEP: Coordination and Collaboration
GTEP: Equilibrium","We study techniques to incentivize self-interested agents to form socially desirable solutions in scenarios where they benefit from mutual coordination. Towards this end, we consider coordination games where agents have different intrinsic preferences but they stand to gain if others choose the same strategy as them. For non-trivial versions of our game, stable solutions like Nash Equilibrium may not exist, or may be socially inefficient even when they do exist. This motivates us to focus on designing efficient algorithms to compute (almost) stable solutions like Approximate Equilibrium that can be be realized if agents are provided some additional incentives. Alternatively, approximate stability corresponds to the addition of a switching cost that agents have to pay in order to deviate. Our results apply in many settings like adoption of new products, project selection, and group formation, where a central authority can direct agents towards a strategy but agents may defect if they have better alternatives. We show that for any given instance, we can either compute a high quality approximate equilibrium or a near-optimal solution that can be stabilized by providing a small fraction of the social welfare to all players. Our results imply that little influence is necessary in order to ensure that selfish players coordinate and form socially efficient solutions."
Qualitative Reasoning with Modelica Models,"Matthew Klenk, Daniel Bobrow, Johan De Kleer and Bill Janssen","Applications (APP)
Knowledge Representation and Reasoning (KRR)","qualitative reasoning
design
Modelica
model-based reasoning","APP: Other Applications
KRR: Knowledge Representation Languages
KRR: Qualitative Reasoning","Applications of qualitative reasoning to engineering design face a knowledge acquisition challenge.  Designers are not fluent in qualitative modeling languages and techniques.  To overcome this barrier, we perform qualitative simulation using models solely written in Modelica, a popular language among designers for modeling hybrid systems.  This paper has two contributions: (1) a formalization of the relationship between the results of the Modelica and qualitative simulations for the same model along with a novel algorithm for computing the consequences of events in qualitative simulation, and (2) three classes of additional constraints that reduce the number of unrealizable trajectories when performing qualitative simulation with Modelica models.  We support these contributions with  examples and a case study that shows a reduction by a factor of six the size of the qualitative simulation."
Evaluating Trauma Patients: Addressing Missing Covariates Using Joint Optimization,"Alex Van Esbroeck, Satinder Singh, Ilan Rubinfeld and Zeeshan Syed",Machine Learning Applications (MLA),"missing values
classification
trauma","MLA: Bio/Medicine
MLA: Applications of Supervised Learning","Missing values are a common problem when applying classification algorithms to real-world medical data. This is especially true for trauma patients, where clinical variables frequently go uncollected due to the severity and urgency of their condition. Standard approaches to handling missingness first learn a model to estimate missing data values, and subsequently train and evaluate a classifier using data imputed with this model. Recently, several works have demonstrated the benefits of jointly estimating the imputation model and classifier parameters. However existing approaches make assumptions that limit their utility with many real-world medical datasets, particularly that data elements are missing at random, which is often invalid. We present a novel approach to jointly learning the imputation model and classifier. Unlike existing methods, the proposed approach makes no assumptions about the missingness of the data, can be used with arbitrary probabilistic data models and classification loss functions, and can be used when both training and testing data have missing values. We investigate the approach's utility in the prediction of several patient outcomes in a large national registry of trauma patients, and find that it significantly outperforms standard sequential methods."
Tightening Bounds for Bayesian Network Structure Learning,"Xiannian Fan, Changhe Yuan and Brandon Malone",Reasoning under Uncertainty (RU),"Bayesian network
structure learning
lower and upper bounds","NMLA: Graphical Model Learning
RU: Bayesian Networks","A recent breadth-first branch and bound algorithm (BFBnB) for learning Bayesian network structures (Malone et al. 2011) uses two bounds to prune the search space for better efficiency; one is a lower bound calculated from pattern database heuristics, and the other is an upper bound obtained by a hill climbing search. Whenever the lower bound of a search path exceeds its upper bound, the path is guaranteed to lead to suboptimal solutions and is discarded immediately. This paper introduces methods for tightening the bounds. The lower bound is tightened by using more informed variable groupings in creating the pattern databases, and the upper bound is tightened using an anytime learning algorithm. Empirical results show that these bounds improve the efficiency of Bayesian network learning by two to three orders of magnitude."
Pathway Specification and Comparative Queries: A High Level Language with Petri Net Semantics,Saadat Anwar and Chitta Baral,Knowledge Representation and Reasoning (KRR),"Biological pathways
Comparative queries
Question answering","APP: Biomedical / Bioinformatics
KRR: Knowledge Representation Languages","Understanding biological pathways is an important activity in the biological domain for drug development. Due to the parallelism and complexity inherent in pathways, computer models that can answer queries about pathways are needed. A researcher may ask ``what-if'' questions comparing alternate scenarios, that require deeper understanding of the underlying model. In this paper, we present overview of such a system we developed and an English-like high level language to expressed pathways and queries. Our language is inspired by high level action and query languages and it uses Petri Net execution semantics."
Solving the Inferential Frame Problem in the General Game Description Language,"Javier Romero, Abdallah Saffidine and Michael Thielscher","Game Playing and Interactive Entertainment (GPIE)
Knowledge Representation and Reasoning (KRR)","General game playing
Inferential frame problem
Game description language","GPIE: General Game Playing
KRR: Action, Change, and Causality","The Game Description Language GDL is the standard input language for general game-playing systems. While players can gain a lot of traction by an efficient inference algorithm for GDL, state-of-the-art reasoners suffer from a variant of a classical KR problem, the inferential frame problem. We present a method by which general game players can transform any given game description into a representation that solves this problem. Our experimental results demonstrate that with the help of automatically generated domain knowledge, a significant speedup can thus be obtained for the majority of the game descriptions from the AAAI competition."
Testable Implications of Linear Structural Equation Models,"Bryant Chen, Judea Pearl and Jin Tian","Knowledge Representation and Reasoning (KRR)
Reasoning under Uncertainty (RU)","structural equation models
causality
causal models
linear
testable implications
constraints
verma constraints
overidentifying constraints
overidentifying restrictions
graphical models","KRR: Action, Change, and Causality
RU: Graphical Models (Other)","In causal inference, all methods of model learning rely on testable implications, namely, properties of the joint distribution that are dictated by the model structure.  These constraints, if not satisfied in the data, allow us to reject or modify the model. Most common methods of testing a linear structural equation model (SEM) rely on the likelihood ratio or chi-square test which simultaneously tests all of the restrictions implied by the model.  Local constraints, on the other hand, offer increased power (Bollen and Pearl, 2013; McDonald, 2002) and, in the case of failure, provide the modeler with insight for revising the model specification. One strategy of uncovering local constraints in linear SEMs is to search for overidentified path coefficients. While these overidentifying constraints are well known, no method has been given for systematically discovering them. In this paper, we extend the half-trek criterion of (Foygel et al., 2012) to identify a larger set of structural coefficients and use it to systematically discover overidentifying constraints. Still open is the question of whether our algorithm is complete."
Manifold Spanning Graphs,Cj Carey and Sridhar Mahadevan,Novel Machine Learning Algorithms (NMLA),"graph construction
manifold learning
topology","NMLA: Dimension Reduction/Feature Selection
NMLA: Unsupervised Learning (Other)","Graph construction is the essential first step for nearly all manifold learning algorithms. While many applications assume that a simple k-nearest or epsilon-close neighbors graph will accurately model the topology of the underlying manifold, these methods often require expert tuning and may not produce high quality graphs. In this paper, the hyperparameter sensitivity of existing graph construction methods is demonstrated. We then present a new algorithm for unsupervised graph construction, based on minimal assumptions about the input data and its manifold structure. Notably, this method requires no hyperparameter tuning."
Learning Relative Similarity by Stochastic Dual Coordinate Ascent,"Pengcheng Wu, Yi Ding, Peilin Zhao, Steven C.H. Hoi and Chunyan Miao","Machine Learning Applications (MLA)
Novel Machine Learning Algorithms (NMLA)","distance metric learning
similarity learning
online learning
retrieval","MLA: Applications of Supervised Learning
MLA: Machine Learning Applications (General/other)
NMLA: Online Learning
NMLA: Supervised Learning (Other)
VIS: Image and Video Retrieval
VIS: Statistical Methods and Learning","Learning relative similarity from pairwise instances is an important problem in machine learning and potentially very useful for many applications, such as image and text retrieval. Despite being studied for years, some existing methods solved by Stochastic Gradient Descent (SGD) techniques generally suffer from slow convergence. In this paper, we investigate the application of Stochastic Dual Coordinate Ascent (SDCA) technique to tackle the optimization task of relative similarity learning by extending from vector to matrix parameters. Theoretically, we prove the optimal linear convergence rate for the proposed SDCA algorithm, beating the well-known sublinear convergence rate by the previous best metric learning algorithms. Empirically, we conduct extensive experiments on both standard and large-scale data sets to validate the effectiveness of the proposed algorithm for retrieval tasks."
locality preserving projection via multi-objective learning for domain adaptation,"Le Shu, Tianyang Ma and Longin Latecki","Knowledge Representation and Reasoning (KRR)
Machine Learning Applications (MLA)
Novel Machine Learning Algorithms (NMLA)","locality preserving projection
multi-objective learning
domain adaptation","KRR: Knowledge Representation (General/Other)
NMLA: Transfer, Adaptation, Multitask Learning","In many practical cases, we need to generalize a model trained in a source domain to a new target domain.However, the distribution of these two domains may differ very significantly, especially sometimes some crucial target features may not have support in the source domain. This paper propose a novel locality preserving projection methods for domain adaptation task,which can find a linear mapping preserving the 'intrinsic structure' for both the source and the target domain. In this work, we first construct two graphs encoding the neighborhood information for the source domain and target domain separately. We then try to find linear projection coefficients which have the property of locality preserving for each graph.Instead of combing the two objective function under compatibility assumption and requiring the user to decide the importance of each objective function. We propose a multi-objective formulation for this problem and solve it simultaneously using pareto optimization.The pareto frontier captures all possible good linear projection vectors that are prefered by one or more objectives.The effectiveness of our approach is justified by both theoretical analysis and empirical results on real world data sets. The new feature representation  shows better prediction accuracy as our experiment clearly demonstrated."
Internally Stable Kidney Exchange,"Yicheng Liu, Pingzhong Tang and Wenyi Fang",Multiagent Systems (MAS),"Kidney exchange
Stable matching
Maximum weighted matching","GTEP: Auctions and Market-Based Systems
MAS: Mechanism Design","Stability is a central concept in matching-based mechanism design. It imposes a fundamental requirement that no subset of agents could beneficially deviate from the prescribed outcome. However, deployment of stability in the current design of kidney exchange mechanisms presents at least two challenges. First, it reduces social welfare of the mechanism and sometimes prevent the mechanism from producing any outcome at all. Second, it sometimes incurs computation cost to clear the mechanism.

In this paper, we propose an alternative notion of stability. Our theoretical and experimental studies demonstrate that the new notion of stability addresses both challenges above and could be deployed in the current kidney exchange design."
Intra-view and Inter-view Supervised Correlation Analysis for Multi-view Feature Learning,"Xiao-Yuan Jing, Rui-Min Hu, Yang-Ping Zhu, Shan-Shan Wu, Chao Liang and Jing-Yu Yang",Novel Machine Learning Algorithms (NMLA),"Canonical correlation analysis (CCA)
Multi-view supervised feature learning
Inter-view and intra-view supervised correlation analysis (I2SCA)
Analytical solution
Kernelized extension","NMLA: Dimension Reduction/Feature Selection
NMLA: Supervised Learning (Other)
VIS: Statistical Methods and Learning","The object always can be observed at multiple views, and multi-view feature learning is an attractive research topic with great practical success. Canonical correlation analysis (CCA) has become an important technique in multi-view learning, since it can fully utilize the inter-view correlation. In this paper, we mainly study the CCA based multi-view supervised feature learning technique where the labels of training samples are known. Several supervised CCA based multi-view methods have been presented, which focus on investigating the supervised correlation across different views. However, they take no account of the intra-view correlation between samples. Researchers have also introduced the discriminant analysis technique into multi-view feature learning, such as multi-view discriminant analysis (MvDA). But they ignore the canonical correlation within each view and between all views. In this paper, we propose a novel multi-view feature learning approach based on intra-view and inter-view supervised correlation analysis (I2SCA), which can explore the useful correlation information of samples within each view and between all views. The objective function of I2SCA is designed to simultaneously extract the discriminatingly correlated features from both inter-view and intra-view. It can obtain an analytical solution without iterative calculation. And we provide a kernelized extension of I2SCA to tackle the linearly inseparable problem in the original feature space. Three widely-used datasets are employed as test data. Experimental results demonstrate that our proposed approaches outperform several representative multi-view supervised feature learning methods."
